-1.92;-0.43
2.08;-0.32
-0.40;-0.35
3.72;0.89
-2.88;-0.51
-1.04;-0.70
-3.00;-0.81
-2.80;-0.38
0.88;-0.37
-2.60;-0.55
0.40;-0.53
-3.52;-0.91
-3.56;-0.85
1.84;0.06
0.36;-0.34
2.36;0.30
-0.56;-0.58
-3.96;-1.00
-3.20;-0.26
-1.48;-0.67
1.88;-0.15
2.20;0.23
-2.52;-0.69
3.56;0.26
0.20;-0.02
2.44;0.01
-0.36;-0.53
1.40;-0.12
2.72;0.57
-3.28;-0.38
-3.80;-0.42
-3.32;-0.19
1.28;0.02
-1.64;-0.55
-2.48;-0.69
-1.60;-0.32
-0.84;-0.35
2.24;0.26
-2.92;-0.49
-3.48;-0.73
3.84;0.83
-0.76;-0.08
3.64;0.52
-3.08;-0.64
-0.64;-0.53
-0.16;-0.18
3.20;0.72
3.28;0.84
2.60;0.03
3.04;0.11
3.76;1.06
-0.88;-0.28
-3.24;-0.18
-0.72;-0.07
1.96;-0.26
1.32;-0.05
1.72;0.13
3.32;0.54
1.64;-0.04
-4.00;-0.89
0.80;0.00
2.48;-0.13
-0.44;-0.56
1.36;0.05
0.12;-0.32
0.44;-0.42
-0.24;-0.17
-2.84;-0.23
0.32;-0.30
3.36;0.45
1.24;0.03
0.08;-0.36
-0.96;-0.79
3.80;0.87
-2.44;-0.49
0.68;-0.11
2.84;0.58
-2.28;-0.25
-0.28;-0.14
1.56;-0.31
-2.40;-0.69
-3.16;-0.39
1.48;-0.44
-0.60;-0.62
1.20;0.04
0.52;-0.69
-3.60;-0.68
-1.72;-0.38
-1.68;-0.16
2.56;0.06
1.68;0.15
-0.12;-0.39
1.60;-0.14
2.76;0.59
-3.36;-0.60
2.96;0.03
-0.48;-0.70
-1.88;-0.65
3.24;0.61
-1.84;-0.37
-1.76;-0.23
-1.36;-0.32
2.32;0.20
2.04;-0.34
-1.44;-0.79
3.08;0.34
-0.08;-0.61
-3.92;-0.83
0.00;-0.52
-2.56;-0.52
1.76;0.35
-0.52;-0.74
-1.00;-0.89
-2.00;-0.82
-2.68;-0.46
0.72;-0.13
-0.68;-0.26
-1.28;-0.20
-1.08;-0.54
-2.32;-0.33
