-1.38;-0.49
1.62;-0.10
-0.24;-0.11
2.85;0.42
-2.10;-0.57
-0.72;-0.16
-2.19;-0.25
-2.04;-0.74
0.72;0.00
-1.89;-0.52
0.36;-0.28
-2.58;-0.64
-2.61;-0.54
1.44;-0.35
0.33;-0.18
1.83;0.14
-0.36;-0.36
-2.91;-0.62
-2.34;-0.34
-1.05;-0.70
1.47;-0.39
1.71;0.21
-1.83;-0.30
2.73;0.57
0.21;-0.10
1.89;-0.06
-0.21;-0.15
1.11;-0.26
2.10;-0.03
-2.40;-0.57
-2.79;-0.22
-2.43;-0.67
1.02;-0.52
-1.17;-0.30
-1.80;-0.22
-1.14;-0.41
-0.57;-0.63
1.74;0.26
-2.13;-0.46
-2.55;-0.73
2.94;0.14
-0.51;-0.74
2.79;0.57
-2.25;-0.17
-0.42;-0.59
-0.06;-0.61
2.46;-0.08
2.52;-0.09
2.01;-0.26
2.34;0.28
2.88;0.32
-0.60;-0.53
-2.37;-0.45
-0.48;-0.73
1.53;-0.38
1.05;-0.46
1.35;-0.05
2.55;-0.03
1.35;-0.05
-2.94;-0.72
0.66;-0.16
1.92;-0.15
-0.27;-0.12
1.08;-0.37
0.15;-0.28
0.39;-0.39
-0.12;-0.42
-2.07;-0.66
0.30;-0.10
2.58;0.06
0.99;-0.53
0.12;-0.39
-0.66;-0.31
2.91;0.22
-1.77;-0.17
0.57;-0.50
2.19;0.31
-1.65;-0.37
-0.15;-0.31
1.23;0.11
-1.74;-0.16
-2.31;-0.24
1.17;-0.03
-0.39;-0.48
0.96;-0.50
0.45;-0.57
-2.64;-0.44
-1.23;-0.17
-1.20;-0.21
1.98;-0.27
1.32;0.04
-0.03;-0.67
1.26;0.13
2.13;0.09
-2.46;-0.74
2.28;0.41
-0.30;-0.17
-1.38;-0.49
2.49;-0.11
-1.32;-0.27
-1.26;-0.16
-0.96;-0.72
1.80;0.22
1.59;-0.22
-1.02;-0.75
2.37;0.18
0.00;-0.69
-2.88;-0.51
0.06;-0.60
-1.86;-0.41
1.38;-0.15
-0.33;-0.26
-0.69;-0.22
-1.44;-0.68
-1.95;-0.71
0.60;-0.40
-0.45;-0.68
-0.90;-0.54
-0.75;-0.14
-1.71;-0.21
